age,gender,customer_type,travel_type,flight_class,flight_distance,departure_delay,arrival_delay,seat_comfort,inflight_wifi,food_and_drink,cleanliness,baggage_handling,checkin_service,onboard_service,satisfaction
67,Female,Returning,Business,Business,2924,47,105,5,4,4,1,2,3,2,0
46,Male,Returning,Personal,Economy,814,90,93,5,1,3,1,5,1,5,1
56,Female,Returning,Business,Economy,506,135,62,1,4,2,5,4,2,3,0
48,Female,First-time,Personal,Business,1247,16,153,5,1,4,5,2,1,5,1
64,Female,First-time,Business,Business,2741,11,94,4,4,2,3,5,4,4,1
60,Male,Returning,Personal,Economy,2128,165,34,2,3,1,3,1,1,1,0
67,Male,Returning,Personal,Business,3898,145,66,1,2,5,1,5,4,2,0
40,Male,Returning,Personal,Economy,2467,25,55,4,1,1,3,5,3,2,1
61,Female,Returning,Business,Business,1956,36,39,1,3,2,5,5,2,3,1
55,Male,Returning,Business,Economy,901,69,156,2,4,3,1,2,1,3,0
37,Female,First-time,Business,Economy,1011,168,133,5,3,5,1,5,3,3,0
40,Female,Returning,Business,Economy,1503,78,179,4,1,3,2,4,3,2,0
62,Male,First-time,Personal,Business,1691,169,128,2,3,3,2,3,1,4,0
69,Male,First-time,Personal,Economy,2996,89,179,1,4,5,3,4,5,1,0
33,Female,Returning,Personal,Economy,3572,40,23,3,5,5,3,1,5,3,1
67,Female,Returning,Personal,Economy,3431,174,101,4,2,1,5,2,4,2,1
59,Male,Returning,Business,Business,4030,141,161,1,2,2,5,3,3,4,0
25,Male,Returning,Personal,Business,2966,128,114,1,5,3,2,2,2,3,0
67,Male,First-time,Business,Economy,849,16,134,2,1,2,1,2,2,3,0
38,Female,First-time,Personal,Economy,4282,52,74,1,3,2,4,5,3,1,0
18,Female,Returning,Personal,Economy,1544,117,10,4,3,4,4,4,5,1,1
25,Female,Returning,Personal,Economy,4186,108,35,4,5,1,3,3,3,5,1
46,Female,Returning,Business,Business,4312,158,147,1,5,3,4,5,4,3,0
49,Female,Returning,Business,Economy,2849,135,62,2,4,5,4,3,3,5,1
55,Male,Returning,Personal,Economy,3504,157,79,4,4,5,2,4,1,2,0
22,Male,Returning,Personal,Economy,1145,76,190,3,2,2,1,5,5,1,0
64,Female,First-time,Personal,Economy,4845,79,196,5,1,1,5,3,1,4,1
39,Female,Returning,Business,Economy,343,44,87,2,1,1,2,5,1,3,0
64,Male,Returning,Business,Economy,958,17,29,2,5,3,5,2,3,3,1
51,Male,First-time,Business,Economy,4230,98,157,5,2,3,2,1,3,5,1
18,Male,Returning,Personal,Economy,3167,172,102,5,2,2,2,3,2,1,0
43,Male,Returning,Business,Economy,3947,146,111,4,4,2,4,4,1,5,1
60,Female,Returning,Personal,Economy,3082,67,83,1,3,2,5,3,3,3,1
27,Male,First-time,Business,Economy,1991,82,149,1,1,4,2,1,2,1,0
47,Female,Returning,Personal,Business,2525,49,104,3,2,1,4,3,1,3,0
67,Male,First-time,Personal,Economy,3366,24,188,1,4,2,3,3,2,1,0
35,Male,Returning,Business,Economy,2247,165,20,3,4,1,5,3,5,3,1
34,Male,First-time,Personal,Economy,1665,120,36,3,4,5,2,4,4,4,1
43,Female,First-time,Personal,Economy,3430,163,26,2,3,5,3,1,1,5,0
25,Female,Returning,Personal,Economy,4833,67,101,2,2,1,4,1,3,1,0
64,Male,Returning,Business,Economy,4821,55,162,4,5,5,2,4,5,5,1
57,Female,First-time,Personal,Economy,1267,38,37,5,5,5,4,3,2,1,1
66,Female,First-time,Business,Economy,1704,62,59,5,4,5,4,3,4,1,1
29,Male,Returning,Business,Economy,785,127,69,3,4,3,4,1,1,1,0
44,Male,Returning,Personal,Business,2055,134,31,5,3,3,5,3,4,3,1
25,Female,Returning,Business,Business,3930,121,79,3,4,1,3,2,5,2,1
42,Female,First-time,Personal,Economy,3268,58,154,5,2,1,3,3,4,3,1
63,Female,Returning,Business,Economy,1879,47,130,4,4,4,1,3,1,2,0
21,Male,First-time,Personal,Economy,3095,132,176,2,4,3,2,5,5,3,0
50,Male,First-time,Business,Economy,350,35,101,2,2,1,4,1,2,2,0
18,Female,Returning,Personal,Economy,1959,87,101,3,1,3,2,1,1,1,0
36,Male,Returning,Personal,Business,4600,24,29,5,5,4,3,2,4,1,1
48,Male,Returning,Personal,Economy,3087,172,21,1,4,1,3,2,1,2,0
33,Female,Returning,Personal,Business,4928,18,18,4,2,1,4,2,5,2,1
31,Female,Returning,Business,Economy,2455,134,30,5,5,1,5,1,4,5,1
65,Male,Returning,Business,Business,4646,65,19,1,3,1,4,5,2,1,0
22,Male,Returning,Personal,Economy,4530,79,146,4,1,2,4,5,3,3,1
58,Female,First-time,Business,Economy,3461,166,129,4,4,3,1,4,2,5,0
43,Male,First-time,Personal,Economy,1914,124,39,2,1,3,5,1,1,2,0
45,Male,Returning,Personal,Economy,3036,145,166,3,4,3,2,4,3,3,0
19,Female,Returning,Business,Economy,706,102,90,5,4,4,5,3,5,4,1
67,Female,First-time,Business,Economy,3679,128,71,4,4,2,4,2,4,4,1
23,Male,Returning,Personal,Economy,4497,130,108,5,1,3,4,4,4,4,1
26,Male,First-time,Business,Economy,1684,126,181,4,3,3,4,4,5,3,1
50,Male,Returning,Personal,Business,3995,20,26,2,2,1,4,1,1,2,1
58,Female,First-time,Business,Economy,4799,125,78,3,2,1,4,2,2,3,0
42,Male,Returning,Business,Economy,3202,123,139,1,3,1,5,2,3,5,1
65,Male,Returning,Business,Economy,1929,157,77,1,3,3,4,5,5,5,1
30,Female,First-time,Business,Business,3562,10,198,2,4,1,3,4,1,4,0
26,Female,Returning,Business,Economy,1326,21,16,4,4,3,3,5,1,2,1
30,Male,Returning,Personal,Economy,3289,110,83,2,2,4,1,4,3,5,0
48,Female,Returning,Business,Economy,2524,124,137,3,4,4,2,1,5,1,0
58,Female,Returning,Business,Business,3220,56,146,1,4,5,3,1,2,1,0
28,Male,Returning,Personal,Business,4615,88,157,5,3,2,1,3,2,4,0
21,Female,First-time,Personal,Economy,4568,130,157,1,1,1,5,4,5,4,1
51,Female,Returning,Personal,Economy,3083,157,152,3,5,1,2,4,4,4,0
55,Male,First-time,Business,Economy,1713,127,87,4,5,2,4,2,2,5,1
63,Female,First-time,Business,Economy,4897,44,73,2,4,2,4,2,4,2,1
21,Male,First-time,Personal,Economy,3948,35,126,1,4,5,5,5,5,4,1
55,Male,Returning,Personal,Economy,3108,86,193,1,5,2,2,3,1,3,0
36,Female,Returning,Personal,Business,3631,117,101,5,3,3,3,1,5,4,1
23,Female,First-time,Personal,Economy,2478,71,95,2,5,1,2,4,1,5,0
51,Female,First-time,Business,Economy,1097,67,162,5,5,2,1,5,5,2,0
35,Male,Returning,Business,Economy,3146,177,50,5,5,3,5,3,4,4,1
30,Female,First-time,Business,Economy,1229,102,100,4,4,2,3,2,4,1,0
58,Male,First-time,Business,Business,3391,158,70,1,4,3,2,3,5,4,0
40,Female,First-time,Business,Economy,2562,28,70,2,5,4,2,5,1,4,0
36,Female,Returning,Personal,Economy,1633,163,154,4,4,3,3,1,5,2,0
62,Female,Returning,Business,Economy,1574,104,9,4,5,5,1,2,1,3,0
28,Male,Returning,Personal,Economy,4883,72,96,4,3,3,1,2,4,4,1
18,Female,Returning,Personal,Business,3780,118,170,3,4,2,2,1,3,4,0
41,Female,Returning,Personal,Economy,3642,84,182,3,1,4,4,2,2,5,1
24,Male,Returning,Business,Business,1517,88,198,4,4,4,3,5,4,2,0
42,Male,Returning,Personal,Economy,1764,88,133,3,3,3,1,2,5,5,1
38,Female,Returning,Business,Business,4708,75,5,2,3,2,1,4,5,4,1
32,Female,First-time,Personal,Economy,4474,138,76,1,4,4,1,3,1,4,0
18,Female,First-time,Business,Business,313,115,175,2,2,3,5,5,2,1,0
29,Male,Returning,Personal,Economy,2593,138,76,1,5,3,4,1,4,5,1
24,Male,Returning,Business,Economy,2345,153,1,3,5,3,1,5,2,2,0
32,Male,Returning,Personal,Economy,1337,52,50,2,3,4,4,4,2,4,1
38,Male,Returning,Personal,Economy,4428,141,188,5,4,1,2,2,4,1,0
36,Female,Returning,Personal,Economy,1759,63,146,4,2,2,2,2,1,1,0
46,Male,First-time,Personal,Economy,556,137,120,1,1,5,5,5,1,3,0
42,Male,Returning,Business,Business,4429,30,127,1,5,5,4,2,1,2,0
50,Male,Returning,Business,Economy,4373,35,1,5,2,2,3,2,3,1,1
66,Female,Returning,Business,Business,1583,9,50,5,5,1,5,4,2,2,1
49,Female,Returning,Personal,Business,3787,25,153,4,4,2,1,1,3,4,1
66,Male,Returning,Personal,Economy,2484,19,69,3,5,3,2,3,1,3,0
52,Male,First-time,Personal,Economy,658,124,19,2,1,2,2,5,4,2,0
61,Female,Returning,Personal,Economy,4091,43,22,2,4,2,3,1,2,3,1
55,Female,First-time,Personal,Economy,3487,61,53,2,3,4,5,3,4,2,1
43,Female,Returning,Personal,Economy,4799,78,142,3,2,5,4,1,5,2,1
28,Female,Returning,Business,Business,1525,8,133,4,5,5,2,5,2,5,1
52,Female,Returning,Business,Economy,2597,70,162,2,4,3,1,4,4,3,0
25,Female,Returning,Business,Economy,577,89,135,1,4,3,3,4,1,2,0
63,Female,Returning,Business,Economy,4507,23,56,1,5,4,3,4,3,5,1
31,Female,Returning,Business,Business,2286,139,177,1,3,3,3,1,4,5,0
27,Male,Returning,Business,Economy,3844,59,176,5,5,1,1,5,5,3,1
19,Male,Returning,Business,Economy,3093,83,114,5,3,4,3,2,1,4,1
63,Male,Returning,Business,Economy,691,119,148,3,5,4,4,2,5,3,1
26,Male,Returning,Personal,Economy,1268,77,122,2,4,2,4,4,3,2,0
20,Male,First-time,Personal,Business,2490,15,35,5,1,2,5,1,5,4,1
38,Male,Returning,Personal,Business,2528,28,70,1,1,1,5,2,4,3,1
43,Female,Returning,Personal,Economy,2926,159,68,5,4,4,4,1,4,3,1
25,Female,First-time,Personal,Economy,3145,118,57,1,1,4,1,5,1,3,0
65,Male,First-time,Personal,Economy,4664,34,62,2,3,2,5,4,3,3,1
19,Male,First-time,Personal,Economy,3607,42,15,3,4,5,3,3,3,4,1
23,Female,Returning,Business,Economy,2900,95,133,4,3,5,4,4,2,2,0
45,Female,Returning,Business,Economy,2980,118,77,4,4,2,2,3,2,5,1
46,Female,Returning,Personal,Economy,4670,52,121,1,3,3,1,2,4,3,0
43,Male,First-time,Business,Business,385,19,179,5,3,4,1,3,5,5,1
42,Female,Returning,Business,Economy,3434,114,1,5,1,1,4,1,5,5,1
29,Male,First-time,Business,Business,4799,7,113,1,4,5,2,3,1,5,0
22,Male,Returning,Business,Economy,2539,121,113,2,5,3,1,2,3,3,0
51,Female,Returning,Business,Economy,3664,41,123,1,1,4,5,2,4,3,1
65,Female,First-time,Personal,Business,2345,76,145,2,3,3,2,4,5,3,0
54,Male,Returning,Business,Economy,1354,69,162,3,3,4,3,2,2,3,0
32,Female,First-time,Personal,Economy,3701,110,85,3,5,4,5,1,4,1,1
61,Female,Returning,Personal,Economy,4029,15,166,1,5,2,2,3,1,2,0
53,Male,Returning,Personal,Economy,2969,68,128,3,3,2,4,5,4,1,0
32,Female,Returning,Business,Business,575,52,164,5,5,1,1,2,5,4,1
60,Male,First-time,Personal,Business,4390,172,20,2,2,1,5,3,1,1,0
65,Male,First-time,Personal,Economy,1405,178,0,4,1,3,4,4,2,1,0
40,Female,Returning,Personal,Economy,4981,5,131,4,4,2,2,5,2,1,0
23,Male,First-time,Personal,Economy,3232,122,57,3,5,4,3,4,5,2,1
63,Male,Returning,Business,Economy,428,32,0,2,5,2,1,1,1,5,1
67,Female,Returning,Personal,Economy,4651,14,140,5,2,4,1,4,2,4,1
61,Female,First-time,Personal,Economy,4626,13,173,4,4,2,5,3,1,4,1
60,Female,First-time,Personal,Economy,3868,166,174,5,2,4,4,5,4,2,0
62,Male,Returning,Personal,Economy,2702,62,6,5,4,3,2,4,3,1,1
38,Male,Returning,Business,Economy,1947,4,50,4,1,2,2,4,3,5,1
40,Female,Returning,Personal,Economy,3856,120,2,4,5,5,4,1,3,3,1
60,Male,Returning,Personal,Economy,4191,89,177,3,1,5,1,3,2,2,0
33,Female,Returning,Personal,Business,2493,106,153,2,4,4,4,4,5,5,1
64,Female,First-time,Personal,Business,2347,179,30,1,5,3,2,3,3,2,0
32,Male,Returning,Personal,Economy,3404,15,99,2,2,4,4,2,5,2,1
42,Female,Returning,Personal,Economy,4655,98,61,1,3,3,1,1,3,3,0
53,Male,First-time,Business,Business,2434,165,153,4,2,1,5,1,4,5,1
28,Male,First-time,Personal,Business,1142,52,194,5,3,2,1,1,3,1,0
68,Female,First-time,Business,Business,2271,76,107,2,2,3,3,3,5,5,1
32,Male,First-time,Business,Economy,4660,92,54,5,4,4,3,4,2,5,1
21,Female,Returning,Personal,Business,4203,173,155,2,1,1,4,4,4,1,0
38,Male,Returning,Business,Economy,3913,97,43,2,3,4,1,3,5,3,1
30,Male,First-time,Personal,Economy,691,97,80,5,4,5,1,3,1,5,1
39,Male,Returning,Business,Business,2579,142,165,3,1,5,2,2,3,1,0
36,Female,Returning,Personal,Economy,1200,58,29,4,1,2,5,5,4,2,1
51,Male,Returning,Business,Business,4983,177,65,3,5,2,1,5,2,2,0
31,Female,Returning,Business,Economy,2794,136,135,3,5,1,4,1,1,1,0
21,Male,First-time,Personal,Business,1452,25,13,2,5,5,2,4,3,2,1
65,Male,Returning,Business,Economy,1594,2,100,4,3,3,2,1,4,5,1
69,Female,Returning,Business,Business,765,99,105,2,3,5,4,4,5,1,0
63,Female,First-time,Business,Economy,2475,46,102,1,1,2,4,4,3,5,1
44,Female,First-time,Business,Economy,3545,4,61,2,3,4,1,2,4,4,1
46,Female,First-time,Business,Economy,787,61,74,5,1,1,1,3,3,3,1
64,Female,First-time,Personal,Economy,3238,83,190,2,4,5,2,3,4,3,0
45,Male,Returning,Business,Economy,2926,132,78,1,2,3,2,3,5,3,0
52,Male,Returning,Business,Economy,1249,137,193,2,1,3,5,5,3,1,0
25,Female,Returning,Personal,Economy,4801,79,106,1,1,3,2,3,4,4,0
33,Male,Returning,Personal,Economy,1349,62,95,4,4,1,4,5,1,3,1
59,Male,Returning,Personal,Economy,4375,24,39,2,5,3,4,1,2,5,1
53,Male,Returning,Business,Business,4759,43,140,1,5,3,5,5,4,3,1
47,Female,Returning,Business,Economy,1690,152,106,4,5,5,3,4,4,4,1
35,Male,First-time,Business,Economy,1383,157,16,5,1,1,3,2,4,5,1
19,Male,Returning,Business,Economy,4946,13,14,3,1,4,4,2,3,5,1
66,Male,Returning,Personal,Economy,1958,85,160,1,3,4,3,4,2,1,0
30,Female,First-time,Personal,Economy,4687,170,15,5,3,3,3,1,3,1,1
21,Male,Returning,Business,Economy,2117,155,12,4,2,2,5,2,4,2,1
43,Male,Returning,Business,Business,490,18,150,5,2,1,2,4,4,4,1
42,Female,Returning,Business,Economy,760,101,35,2,3,2,2,2,2,5,1
47,Female,Returning,Business,Economy,2821,169,42,3,1,1,3,5,1,4,0
28,Male,Returning,Personal,Economy,3776,19,177,1,4,1,1,2,3,3,0
24,Male,Returning,Personal,Economy,3005,78,113,4,3,5,5,5,1,3,1
48,Female,Returning,Business,Economy,4666,138,73,3,1,3,3,5,4,2,0
61,Female,Returning,Personal,Business,1457,97,80,4,3,5,1,2,4,5,1
27,Female,Returning,Business,Economy,4566,120,93,5,5,2,1,2,5,5,1
56,Female,Returning,Business,Economy,327,151,140,4,3,2,5,5,5,2,1
30,Female,Returning,Personal,Economy,4531,16,29,4,5,4,2,2,1,3,1
48,Female,Returning,Business,Business,3272,155,184,5,1,5,4,1,5,5,1
24,Female,Returning,Personal,Economy,3324,49,29,5,5,5,1,3,2,4,1
66,Male,First-time,Business,Economy,1564,9,198,3,3,5,4,3,1,5,1
59,Female,First-time,Personal,Economy,1155,148,9,1,5,4,4,4,5,3,1
59,Female,First-time,Business,Economy,4325,57,98,5,4,5,5,3,5,5,1
53,Male,Returning,Personal,Business,1551,161,193,3,5,5,2,1,2,5,0
37,Female,First-time,Business,Economy,4904,94,93,4,5,5,5,3,2,1,0
21,Female,First-time,Business,Economy,4170,106,38,4,2,5,1,3,1,5,1
24,Male,Returning,Personal,Business,1626,170,36,2,4,2,2,1,3,2,0
18,Female,Returning,Business,Economy,1325,138,130,5,1,3,3,5,2,2,0
61,Male,Returning,Personal,Economy,661,32,88,3,5,2,2,3,5,4,1
62,Male,First-time,Personal,Economy,1518,45,161,3,4,5,5,4,1,5,1
59,Male,Returning,Business,Economy,905,128,165,1,1,1,5,3,3,4,0
64,Male,Returning,Business,Economy,1970,148,13,3,4,1,4,3,1,3,0
30,Female,Returning,Business,Business,2597,61,191,5,2,4,3,1,5,3,1
39,Male,Returning,Business,Economy,2494,86,38,3,1,2,2,1,3,1,0
38,Male,Returning,Personal,Economy,4743,72,181,2,1,4,3,4,3,1,0
39,Female,First-time,Business,Business,1577,0,129,4,5,4,4,2,2,5,1
45,Male,First-time,Business,Economy,698,20,42,4,3,1,3,1,4,5,1
26,Male,First-time,Business,Economy,2472,21,180,3,1,2,3,2,5,4,1
43,Male,Returning,Personal,Economy,3110,3,130,3,1,3,2,4,4,4,1
26,Male,Returning,Business,Business,2952,64,168,3,2,2,3,3,5,5,1
32,Female,Returning,Personal,Business,3239,178,7,3,2,4,4,3,1,5,1
27,Male,First-time,Business,Business,1121,62,95,2,2,5,1,2,4,1,0
41,Female,Returning,Personal,Business,1244,142,190,5,5,4,1,4,3,1,0
59,Female,Returning,Business,Economy,3778,35,64,2,1,2,5,4,2,1,1
25,Male,Returning,Business,Economy,3079,28,78,2,2,1,1,1,5,5,1
41,Male,Returning,Personal,Business,4729,179,131,2,2,2,2,2,2,4,0
33,Male,First-time,Business,Economy,4750,173,67,4,4,3,5,1,5,2,1
66,Male,Returning,Business,Economy,1496,68,91,2,4,5,1,2,3,2,0
43,Female,Returning,Business,Economy,1512,156,9,3,2,5,1,1,3,4,0
44,Female,First-time,Personal,Economy,1123,110,74,2,5,4,5,1,3,4,1
54,Female,First-time,Business,Business,2196,174,177,3,3,2,2,4,3,4,0
21,Male,Returning,Personal,Economy,4563,152,150,5,4,1,5,4,3,1,0
67,Female,Returning,Personal,Economy,2715,143,60,4,4,3,2,3,2,3,0
41,Male,Returning,Personal,Business,835,99,46,5,1,4,2,3,1,5,1
36,Male,First-time,Business,Economy,3310,40,2,5,1,2,4,4,4,1,1
53,Male,Returning,Personal,Economy,2927,147,102,4,2,1,1,4,2,2,0
56,Male,Returning,Personal,Economy,4077,163,16,3,1,2,1,1,4,5,1
27,Male,Returning,Business,Business,1249,47,21,3,1,1,3,3,1,4,1
42,Female,Returning,Personal,Business,3808,129,115,3,3,2,5,4,5,2,1
35,Female,First-time,Personal,Business,4602,156,90,4,5,2,4,2,1,4,0
36,Male,Returning,Business,Economy,843,143,143,2,2,4,1,2,1,4,0
53,Female,Returning,Business,Economy,4200,162,103,1,3,2,3,3,5,4,0
27,Male,Returning,Personal,Business,4053,110,2,2,2,2,4,2,4,5,1
50,Male,Returning,Business,Business,4524,61,51,2,5,4,2,1,3,2,0
67,Male,Returning,Business,Economy,2382,106,110,5,2,4,1,3,5,2,1
22,Female,Returning,Business,Economy,3166,105,160,1,1,5,5,4,5,4,1
64,Male,Returning,Personal,Business,2546,131,41,3,5,5,4,2,1,1,0
66,Male,Returning,Personal,Business,2136,112,129,2,3,4,3,1,5,3,0
52,Female,Returning,Business,Business,376,67,38,4,3,3,5,4,2,1,1
61,Female,Returning,Personal,Business,668,178,45,2,4,1,2,5,3,5,0
51,Female,Returning,Business,Economy,4921,88,47,3,3,4,5,1,1,3,1
50,Male,Returning,Business,Economy,648,160,26,2,4,5,3,2,4,1,0
38,Male,First-time,Business,Economy,4901,77,14,5,1,2,2,1,4,2,1
34,Female,Returning,Business,Economy,4633,151,6,5,3,4,3,5,4,1,1
39,Male,First-time,Business,Economy,1755,74,108,2,5,4,1,5,4,4,0
65,Female,Returning,Personal,Economy,2485,24,184,5,4,5,3,1,4,5,1
54,Female,Returning,Personal,Economy,4111,155,41,4,3,5,5,4,1,1,0
32,Male,Returning,Personal,Economy,3572,6,8,1,1,3,1,4,2,1,0
52,Male,Returning,Personal,Economy,3982,112,104,2,5,5,1,5,2,3,0
45,Female,Returning,Business,Economy,2146,35,133,4,5,5,4,3,4,4,1
24,Female,Returning,Business,Economy,2154,9,184,4,1,5,5,3,2,3,1
49,Female,First-time,Personal,Economy,3285,112,75,4,3,2,5,4,3,5,1
28,Female,Returning,Personal,Economy,4750,35,29,3,2,4,2,3,2,5,1
27,Male,First-time,Business,Business,2925,17,182,2,3,4,3,4,5,4,1
26,Female,Returning,Business,Economy,3194,133,83,2,4,5,3,2,4,3,0
31,Female,Returning,Business,Economy,858,134,125,2,4,3,5,4,5,4,1
30,Female,Returning,Personal,Economy,3196,101,83,1,3,5,3,2,5,3,1
42,Male,First-time,Business,Economy,2217,139,53,4,4,3,5,5,4,2,1
19,Male,First-time,Business,Economy,1554,168,109,2,2,4,1,3,1,4,0
52,Female,Returning,Personal,Business,1981,24,26,5,2,3,3,5,2,5,1
24,Male,Returning,Personal,Business,2114,32,83,3,5,3,3,1,3,3,1
38,Male,Returning,Personal,Economy,962,86,186,1,4,1,5,1,1,2,0
35,Male,Returning,Business,Economy,4416,72,6,3,3,3,5,5,3,5,1
20,Female,Returning,Business,Business,3625,5,167,4,5,3,2,4,4,3,1
59,Female,First-time,Personal,Business,1541,136,103,5,2,2,3,4,2,2,0
56,Male,Returning,Business,Economy,3443,66,71,4,5,4,4,3,1,5,1
58,Female,Returning,Business,Economy,3337,143,1,2,1,5,5,5,4,5,1
66,Female,First-time,Business,Economy,461,92,141,3,4,1,4,1,1,2,0
28,Male,Returning,Personal,Economy,4525,107,137,5,3,3,1,5,5,5,1
56,Male,First-time,Personal,Economy,2250,167,49,3,2,2,1,5,2,3,0
41,Female,Returning,Business,Economy,4620,25,145,1,5,2,4,3,2,3,0
63,Male,First-time,Business,Economy,2081,37,17,5,3,5,1,4,4,5,1
36,Female,Returning,Business,Economy,4975,162,15,1,4,5,4,1,4,1,0
21,Female,First-time,Business,Business,1777,141,51,5,3,4,2,3,4,2,1
43,Male,Returning,Personal,Business,3330,174,196,2,4,3,2,1,2,1,0
55,Female,Returning,Personal,Economy,4286,102,179,3,4,2,1,1,5,3,0
59,Female,Returning,Business,Business,406,41,158,3,4,1,4,4,2,5,1
49,Male,Returning,Business,Economy,2968,178,83,4,5,4,4,4,4,4,1
56,Male,Returning,Personal,Business,1464,146,150,5,4,3,4,3,3,4,1
62,Male,First-time,Business,Economy,1457,65,95,5,3,5,1,2,5,1,1
63,Female,Returning,Personal,Economy,2546,174,41,1,1,3,4,3,2,1,0
53,Male,First-time,Business,Economy,966,41,189,5,3,5,5,3,3,1,1
57,Male,Returning,Personal,Economy,2426,37,112,3,5,3,4,2,5,3,1
54,Male,Returning,Business,Business,3241,140,177,5,4,1,5,1,2,3,0
50,Male,Returning,Business,Economy,811,105,123,4,1,4,2,5,4,5,1
53,Female,Returning,Personal,Economy,549,171,14,4,5,5,5,2,2,3,1
20,Female,First-time,Personal,Economy,1188,151,89,3,2,1,2,5,5,5,1
26,Male,First-time,Business,Economy,1323,95,171,3,2,2,1,1,4,5,0
25,Female,First-time,Business,Economy,4994,157,41,3,2,1,2,2,1,1,0
50,Male,Returning,Personal,Economy,899,69,44,5,1,1,2,4,3,4,1
23,Male,First-time,Personal,Business,3322,37,93,5,3,1,4,3,4,1,1
58,Female,First-time,Business,Business,2830,96,106,2,1,5,3,2,4,3,0
56,Female,Returning,Business,Business,3183,107,162,1,1,2,2,2,5,2,0
21,Male,Returning,Personal,Economy,2364,118,21,5,1,4,5,1,5,3,1
30,Male,Returning,Personal,Economy,2058,150,127,2,2,1,1,4,3,4,0
66,Female,Returning,Personal,Economy,3869,73,37,2,3,5,5,2,5,3,1
19,Male,First-time,Personal,Economy,1542,56,96,4,1,5,1,4,4,4,1
22,Female,Returning,Personal,Economy,4629,109,197,5,3,4,5,5,3,2,1
61,Male,Returning,Business,Business,2595,78,191,2,4,3,2,2,3,2,0
44,Male,First-time,Business,Economy,2225,150,100,4,1,2,3,4,2,5,1
49,Female,First-time,Personal,Business,2362,35,6,1,1,2,2,3,4,3,1
38,Female,Returning,Business,Business,3695,56,43,4,1,1,4,1,4,5,1
25,Female,Returning,Business,Business,740,128,75,1,4,3,5,4,5,1,0
55,Female,First-time,Personal,Business,3043,2,6,3,4,2,3,1,4,1,1
25,Female,Returning,Business,Economy,306,13,193,3,2,1,5,2,5,1,1
67,Female,Returning,Business,Economy,1886,33,59,4,5,3,4,2,4,1,1
20,Female,Returning,Business,Economy,1125,69,0,3,3,5,4,5,2,1,1
61,Male,Returning,Personal,Economy,4124,68,61,5,5,1,4,1,4,3,1
20,Male,Returning,Personal,Economy,1568,178,86,4,1,3,2,3,2,5,0
39,Male,Returning,Business,Economy,3736,103,88,2,1,4,2,3,4,5,1
23,Female,Returning,Business,Economy,3738,28,17,5,2,2,3,4,4,4,1
19,Female,Returning,Business,Business,1610,47,107,4,5,1,4,3,1,1,0
40,Female,Returning,Business,Business,4333,93,134,1,1,5,2,1,4,2,0
61,Male,Returning,Business,Economy,1927,78,114,3,5,1,1,2,2,4,0
19,Female,Returning,Business,Economy,1336,116,53,3,2,2,1,1,3,4,0
55,Female,Returning,Personal,Economy,777,143,66,3,5,2,2,1,2,3,0
34,Male,First-time,Business,Economy,2978,137,92,4,3,3,3,2,4,4,1
52,Female,Returning,Business,Business,1014,146,137,5,2,5,5,1,5,2,1
51,Male,Returning,Personal,Economy,1976,66,188,1,5,3,4,3,1,5,0
40,Male,Returning,Business,Economy,2462,163,58,3,1,5,2,4,5,4,1
47,Female,First-time,Business,Business,808,131,186,5,4,1,3,4,1,3,0
69,Female,Returning,Business,Business,681,74,68,2,4,1,5,1,1,1,0
25,Female,Returning,Business,Economy,1480,160,190,2,2,3,3,2,5,2,0
39,Male,First-time,Personal,Economy,2145,27,97,1,4,4,5,5,4,1,1
61,Male,Returning,Business,Economy,4670,120,7,3,3,2,1,1,2,4,0
53,Male,First-time,Personal,Economy,2018,8,54,2,2,3,5,1,5,5,1
22,Female,First-time,Business,Economy,1400,133,133,5,1,3,1,5,3,3,0
30,Female,Returning,Business,Economy,2160,122,128,5,1,1,4,4,1,2,0
46,Female,Returning,Personal,Economy,2391,48,55,2,2,2,2,4,2,5,1
48,Female,Returning,Business,Economy,1017,90,103,3,4,3,1,5,3,2,0
64,Male,First-time,Personal,Economy,617,124,113,1,4,1,3,2,2,3,0
33,Male,Returning,Personal,Business,4929,75,87,3,1,1,5,1,4,3,1
59,Male,First-time,Personal,Economy,2076,149,137,4,3,3,3,3,3,4,0
47,Male,First-time,Business,Economy,2584,103,107,2,4,3,1,4,5,2,0
33,Female,First-time,Business,Business,1544,175,22,4,3,1,3,4,2,4,1
29,Female,Returning,Business,Economy,1633,148,143,2,4,3,5,4,5,2,0
34,Female,Returning,Business,Business,3969,32,100,1,2,2,2,2,5,2,0
33,Male,Returning,Personal,Economy,1500,156,143,3,5,1,3,5,2,1,0
29,Male,Returning,Business,Economy,2094,52,55,3,1,1,4,2,2,4,1
25,Female,First-time,Business,Economy,3001,39,107,2,2,3,5,4,1,2,0
37,Female,Returning,Personal,Economy,1754,17,94,5,4,3,5,1,1,2,1
20,Male,Returning,Personal,Economy,2233,174,5,4,1,3,4,4,3,3,1
33,Female,Returning,Business,Economy,1046,12,29,3,5,2,1,1,3,1,0
47,Male,First-time,Personal,Economy,1140,154,190,3,5,1,4,1,3,3,0
62,Male,Returning,Personal,Economy,2795,73,128,2,4,4,1,4,1,4,0
40,Male,Returning,Personal,Economy,1388,95,50,5,1,2,2,4,5,4,1
